system:index,ValleyName,annual_total_precipitation,year,.geo
00000000000000000005_18,CENTRAL MURRAY,588035.6598517712,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_19,CENTRAL MURRAY,490635.4544438152,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_20,CENTRAL MURRAY,395919.94616021117,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_21,CENTRAL MURRAY,448793.94307224534,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_22,CENTRAL MURRAY,498878.51260791137,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_23,CENTRAL MURRAY,580804.8854263314,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_24,CENTRAL MURRAY,406092.3302961149,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_25,CENTRAL MURRAY,381132.25557753135,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_26,CENTRAL MURRAY,442952.7382832315,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_27,CENTRAL MURRAY,466758.20545358205,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_28,CENTRAL MURRAY,632796.1841518824,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_29,CENTRAL MURRAY,781439.4679359175,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_30,CENTRAL MURRAY,585510.9957003916,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_31,CENTRAL MURRAY,500885.7313578376,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_32,CENTRAL MURRAY,531937.2708820679,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_33,CENTRAL MURRAY,490918.9259040646,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_34,CENTRAL MURRAY,638666.4985681672,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_35,CENTRAL MURRAY,468808.112474563,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_36,CENTRAL MURRAY,454966.10669645574,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_37,CENTRAL MURRAY,470119.179366064,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_38,CENTRAL MURRAY,526584.6211600014,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_39,CENTRAL MURRAY,568918.7458272869,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_40,CENTRAL MURRAY,693407.3455685693,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_41,CENTRAL MURRAY,675576.0015033246,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_42,CENTRAL MURRAY,615749.4532928996,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_43,CENTRAL MURRAY,486371.867303523,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_0,CONDAMINE,2626360.042916292,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_1,CONDAMINE,3649974.2244930505,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_2,CONDAMINE,4018547.301798588,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_3,CONDAMINE,2331136.956175474,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_4,CONDAMINE,2856600.964443237,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_5,CONDAMINE,2651526.366010526,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_6,CONDAMINE,3225068.546700375,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_7,CONDAMINE,2936312.9558109846,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_8,CONDAMINE,3607067.5613364973,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_9,CONDAMINE,2308927.9373829197,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_10,CONDAMINE,2493880.695819935,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_11,CONDAMINE,2491524.572540102,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_12,CONDAMINE,2411983.0625123275,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_13,CONDAMINE,2910749.7775799073,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_14,CONDAMINE,3592857.4983552867,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_15,CONDAMINE,3131469.5476022977,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_16,CONDAMINE,4157047.423969836,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_17,CONDAMINE,2939262.3500270844,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_18,CONDAMINE,3096559.5729958317,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_19,CONDAMINE,2878563.5508097974,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_20,CONDAMINE,2335216.247522865,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_21,CONDAMINE,2186167.271474535,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_22,CONDAMINE,2997013.8613033695,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_23,CONDAMINE,2536926.473469198,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_24,CONDAMINE,2139929.892370081,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_25,CONDAMINE,2274898.4032394104,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_26,CONDAMINE,3332208.91736736,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_27,CONDAMINE,2754616.3474703287,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_28,CONDAMINE,3976950.2417798457,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_29,CONDAMINE,3830288.786199455,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_30,CONDAMINE,4009496.5246036532,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_31,CONDAMINE,2429340.6264499044,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_32,CONDAMINE,2199603.2232090617,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_33,CONDAMINE,2674461.349365143,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_34,CONDAMINE,3317055.1237842706,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_35,CONDAMINE,2306720.5614387575,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_36,CONDAMINE,2476616.2687662155,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_37,CONDAMINE,2010994.1606465473,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_38,CONDAMINE,2560962.000591873,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_39,CONDAMINE,2960537.2882008376,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_40,CONDAMINE,4332991.616175292,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_41,CONDAMINE,2359976.0649401257,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_42,CONDAMINE,3405093.3216790035,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_43,CONDAMINE,3175210.2687346926,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_0,DARLING,1049161.4196887158,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_1,DARLING,1484265.3063555604,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_2,DARLING,2140138.9490639227,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_3,DARLING,1250860.1555867225,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_4,DARLING,1426238.8857249194,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_5,DARLING,1527414.1351575213,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_6,DARLING,1771502.8807320783,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_7,DARLING,1729506.6633244005,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_8,DARLING,1715494.7692137624,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_9,DARLING,1167481.3871115865,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_10,DARLING,1245418.3355302087,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_11,DARLING,2285841.243558453,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_12,DARLING,1479471.54858258,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_13,DARLING,1536603.6648486159,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_14,DARLING,1656865.5642160694,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_15,DARLING,1392444.081302581,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_16,DARLING,1667750.2124931868,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_17,DARLING,1308395.7817002083,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_18,DARLING,1937380.9248970638,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_19,DARLING,1396171.6213597965,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_20,DARLING,1023661.9531053398,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_21,DARLING,1189113.0832537594,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_22,DARLING,1229641.247239887,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_23,DARLING,1392720.3452671063,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_24,DARLING,1085754.333800308,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_25,DARLING,1250757.0736623774,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_26,DARLING,1444596.377675408,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_27,DARLING,1426876.5178359952,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_28,DARLING,2083128.3223304045,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_29,DARLING,2461782.3241806864,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_30,DARLING,1802573.8047392364,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_31,DARLING,1363386.1214386607,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_32,DARLING,1444173.8820123025,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_33,DARLING,1558323.7635107073,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_34,DARLING,2090275.4318637878,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_35,DARLING,1206708.0012333994,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_36,DARLING,1186449.6075278332,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_37,DARLING,1254581.1560642722,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_38,DARLING,1507599.0586433392,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_39,DARLING,1703118.2173490112,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_40,DARLING,2273735.4808270507,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_41,DARLING,2005538.6222135248,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_42,DARLING,1949957.0203779188,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_43,DARLING,1507472.7905704428,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_0,GOULBURN,368039.1598075221,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_1,GOULBURN,528081.2277402445,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_2,GOULBURN,553606.2923554811,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_3,GOULBURN,451880.8101731028,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_4,GOULBURN,564675.5344280837,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_5,GOULBURN,527793.4764680105,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_6,GOULBURN,564272.5808576784,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_7,GOULBURN,646068.066687777,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_8,GOULBURN,562043.4703084092,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_9,GOULBURN,558644.9095615075,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_10,GOULBURN,485682.412059254,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_11,GOULBURN,719486.7206978364,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_12,GOULBURN,498778.2586895436,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_13,GOULBURN,521704.1728764515,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_14,GOULBURN,602424.6723351445,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_15,GOULBURN,417455.82582905533,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_16,GOULBURN,432445.04687907937,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_17,GOULBURN,483806.0964997414,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_18,GOULBURN,517442.70857270766,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_19,GOULBURN,484776.72914585,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_20,GOULBURN,417562.4606321123,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_21,GOULBURN,486783.60411136976,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_22,GOULBURN,461083.4512209474,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_23,GOULBURN,530562.7649917057,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_24,GOULBURN,397320.13985090517,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_25,GOULBURN,393896.2858982904,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_26,GOULBURN,432227.1956531453,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_27,GOULBURN,455712.9360913159,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_28,GOULBURN,614492.4640914841,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_29,GOULBURN,683845.7447641486,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_30,GOULBURN,569418.9996111951,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_31,GOULBURN,507763.24997143785,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_32,GOULBURN,516545.20933056204,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_33,GOULBURN,439398.7534824583,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_34,GOULBURN,586637.9779572457,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_35,GOULBURN,508398.8951932002,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_36,GOULBURN,476373.72653483896,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_37,GOULBURN,487149.1061940418,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_38,GOULBURN,572074.1521521326,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_39,GOULBURN,556059.8434010459,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_40,GOULBURN,587257.8503448435,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_41,GOULBURN,613156.4848121699,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_42,GOULBURN,605448.9330115741,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_43,GOULBURN,445057.7978811009,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_0,GWYDIR,551605.7878934949,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_1,GWYDIR,745515.1333067189,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_2,GWYDIR,865245.0784278407,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_3,GWYDIR,553113.8265603784,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_4,GWYDIR,605073.3707484249,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_5,GWYDIR,607836.1941098123,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_6,GWYDIR,709465.0027725358,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_7,GWYDIR,582929.661742021,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_8,GWYDIR,701810.0800775721,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_9,GWYDIR,564316.0779126873,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_10,GWYDIR,583249.3533713714,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_11,GWYDIR,627768.2698600952,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_12,GWYDIR,465512.66482931667,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_13,GWYDIR,618185.5590760448,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_14,GWYDIR,837595.5678511162,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_15,GWYDIR,639211.1532451184,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_16,GWYDIR,840210.1279907951,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_17,GWYDIR,605691.1810926994,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_18,GWYDIR,603221.7442167797,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_19,GWYDIR,761822.6191529105,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_20,GWYDIR,477868.0147489134,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_21,GWYDIR,509080.15372008365,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_22,GWYDIR,666471.3121531723,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_23,GWYDIR,697582.669995181,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_24,GWYDIR,567094.261643772,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_25,GWYDIR,508412.1811758489,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_26,GWYDIR,632226.4279683155,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_27,GWYDIR,622432.0097128111,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_28,GWYDIR,666818.5528746379,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_29,GWYDIR,722518.8415020617,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_30,GWYDIR,890948.1601618073,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_31,GWYDIR,593126.6260275154,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_32,GWYDIR,468625.4787914822,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_33,GWYDIR,612754.497197519,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_34,GWYDIR,719310.7391328344,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_35,GWYDIR,564734.3851436018,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_36,GWYDIR,532129.853567021,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_37,GWYDIR,411256.2578964695,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_38,GWYDIR,605565.3962721089,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_39,GWYDIR,803546.1389998414,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_40,GWYDIR,851206.0063145244,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_41,GWYDIR,546686.0237041004,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_42,GWYDIR,674334.9501754944,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_43,GWYDIR,658604.5967668052,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_0,KIEWA,50219.231616912395,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_1,KIEWA,74152.75516506436,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_2,KIEWA,79321.77623725311,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_3,KIEWA,64891.11706061692,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_4,KIEWA,75589.0357527576,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_5,KIEWA,76923.02945597639,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_6,KIEWA,71548.16631294187,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_7,KIEWA,89177.00825222499,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_8,KIEWA,87431.94455710136,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_9,KIEWA,80059.34190100596,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_10,KIEWA,72509.33659515617,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_11,KIEWA,94808.194312371,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_12,KIEWA,72525.32105490318,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_13,KIEWA,78962.6513093649,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_14,KIEWA,89450.86043263509,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_15,KIEWA,57924.420911756235,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_16,KIEWA,63343.746386100014,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_17,KIEWA,69504.61236866195,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_18,KIEWA,82588.37182644535,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_19,KIEWA,70972.45760965908,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_20,KIEWA,61194.36353065455,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_21,KIEWA,61117.656316283625,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_22,KIEWA,70717.87665457118,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_23,KIEWA,77765.4499315902,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_24,KIEWA,50608.64345539107,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_25,KIEWA,52530.46405161828,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_26,KIEWA,60785.36974218711,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_27,KIEWA,63721.58288651962,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_28,KIEWA,78696.46994326677,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_29,KIEWA,90861.774482534,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_30,KIEWA,82595.13328946618,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_31,KIEWA,78439.13630998136,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_32,KIEWA,70067.87607273637,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_33,KIEWA,69791.22274008801,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_34,KIEWA,85825.75827479901,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_35,KIEWA,70416.24066248197,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_36,KIEWA,71654.75853683788,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_37,KIEWA,65016.17132117375,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_38,KIEWA,68876.95437003864,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_39,KIEWA,90090.82230912425,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
