system:index,Wetland,annual_total_precipitation,subwetland,year,.geo
0000000000000000000d_25,Corop Wetlands Complex,97.50496285335689,Greens Lake,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_26,Corop Wetlands Complex,113.24296740129881,Greens Lake,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_27,Corop Wetlands Complex,125.7334022400426,Greens Lake,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_28,Corop Wetlands Complex,170.5795775675306,Greens Lake,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_29,Corop Wetlands Complex,203.48794260399012,Greens Lake,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_30,Corop Wetlands Complex,141.386796596471,Greens Lake,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_31,Corop Wetlands Complex,130.19172769621306,Greens Lake,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_32,Corop Wetlands Complex,140.42523455923677,Greens Lake,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_33,Corop Wetlands Complex,99.61419144144244,Greens Lake,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_34,Corop Wetlands Complex,165.53488506429335,Greens Lake,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_35,Corop Wetlands Complex,141.8489055783141,Greens Lake,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_36,Corop Wetlands Complex,120.90593362275291,Greens Lake,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_37,Corop Wetlands Complex,121.88275102353563,Greens Lake,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_38,Corop Wetlands Complex,140.36520947241314,Greens Lake,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_39,Corop Wetlands Complex,130.38843302516375,Greens Lake,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_40,Corop Wetlands Complex,157.44186140649458,Greens Lake,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_41,Corop Wetlands Complex,175.2733551048765,Greens Lake,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_42,Corop Wetlands Complex,153.38165250198512,Greens Lake,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d_43,Corop Wetlands Complex,114.23987686680812,Greens Lake,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_0,Corop Wetlands Complex,12.812528233434639,South Fresh Lake,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_1,Corop Wetlands Complex,22.044484641037734,South Fresh Lake,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_2,Corop Wetlands Complex,21.604350104518964,South Fresh Lake,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_3,Corop Wetlands Complex,17.22916775567859,South Fresh Lake,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_4,Corop Wetlands Complex,22.995280412832894,South Fresh Lake,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_5,Corop Wetlands Complex,20.584942158296997,South Fresh Lake,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_6,Corop Wetlands Complex,21.257760194236155,South Fresh Lake,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_7,Corop Wetlands Complex,25.008382281368853,South Fresh Lake,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_8,Corop Wetlands Complex,20.416384359434538,South Fresh Lake,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_9,Corop Wetlands Complex,19.914709400896932,South Fresh Lake,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_10,Corop Wetlands Complex,17.91871121186836,South Fresh Lake,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_11,Corop Wetlands Complex,31.12034221981086,South Fresh Lake,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_12,Corop Wetlands Complex,19.971609664430805,South Fresh Lake,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_13,Corop Wetlands Complex,20.03146253824234,South Fresh Lake,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_14,Corop Wetlands Complex,22.578602622069564,South Fresh Lake,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_15,Corop Wetlands Complex,17.983990341541812,South Fresh Lake,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_16,Corop Wetlands Complex,16.274854621466467,South Fresh Lake,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_17,Corop Wetlands Complex,20.621940819422402,South Fresh Lake,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_18,Corop Wetlands Complex,20.266942680115793,South Fresh Lake,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_19,Corop Wetlands Complex,20.296273350014406,South Fresh Lake,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_20,Corop Wetlands Complex,15.105690540519415,South Fresh Lake,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_21,Corop Wetlands Complex,19.001219554040947,South Fresh Lake,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_22,Corop Wetlands Complex,17.70749257475722,South Fresh Lake,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_23,Corop Wetlands Complex,21.377639640546313,South Fresh Lake,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_24,Corop Wetlands Complex,17.778015409030164,South Fresh Lake,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_25,Corop Wetlands Complex,15.290714039522058,South Fresh Lake,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_26,Corop Wetlands Complex,17.45670042411954,South Fresh Lake,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_27,Corop Wetlands Complex,18.805817602194992,South Fresh Lake,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_28,Corop Wetlands Complex,26.41178937285554,South Fresh Lake,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_29,Corop Wetlands Complex,31.422875294965856,South Fresh Lake,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_30,Corop Wetlands Complex,21.79666374430937,South Fresh Lake,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_31,Corop Wetlands Complex,20.269840981913546,South Fresh Lake,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_32,Corop Wetlands Complex,21.593168335101183,South Fresh Lake,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_33,Corop Wetlands Complex,15.738687797621184,South Fresh Lake,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_34,Corop Wetlands Complex,24.692073609080968,South Fresh Lake,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_35,Corop Wetlands Complex,21.19334787387474,South Fresh Lake,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_36,Corop Wetlands Complex,18.21843404559528,South Fresh Lake,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_37,Corop Wetlands Complex,18.19024693919163,South Fresh Lake,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_38,Corop Wetlands Complex,20.945402850824244,South Fresh Lake,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_39,Corop Wetlands Complex,19.389290606274326,South Fresh Lake,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_40,Corop Wetlands Complex,23.25404124143077,South Fresh Lake,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_41,Corop Wetlands Complex,26.39470168352127,South Fresh Lake,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_42,Corop Wetlands Complex,23.062902371556152,South Fresh Lake,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033_43,Corop Wetlands Complex,16.999412376039167,South Fresh Lake,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_0,Corop Wetlands Complex,5791.016710739978,,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_1,Corop Wetlands Complex,9807.301811442423,,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_2,Corop Wetlands Complex,9641.428609309944,,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_3,Corop Wetlands Complex,7417.145180827496,,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_4,Corop Wetlands Complex,10393.305779661852,,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_5,Corop Wetlands Complex,8670.924001518184,,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_6,Corop Wetlands Complex,10113.709815432978,,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_7,Corop Wetlands Complex,11353.946910191751,,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_8,Corop Wetlands Complex,9362.660341288529,,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_9,Corop Wetlands Complex,9524.51743518488,,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_10,Corop Wetlands Complex,8076.9349714059435,,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_11,Corop Wetlands Complex,14124.241006963162,,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_12,Corop Wetlands Complex,8934.329497020384,,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_13,Corop Wetlands Complex,9515.294966348712,,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_14,Corop Wetlands Complex,10396.711240259572,,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_15,Corop Wetlands Complex,7840.9733308913665,,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_16,Corop Wetlands Complex,7494.838056625105,,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_17,Corop Wetlands Complex,9301.970243100794,,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_18,Corop Wetlands Complex,9232.947971977206,,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_19,Corop Wetlands Complex,9323.463753558608,,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_20,Corop Wetlands Complex,6778.205999745574,,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_21,Corop Wetlands Complex,8447.475101954564,,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_22,Corop Wetlands Complex,7978.9148310147075,,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_23,Corop Wetlands Complex,9973.997142804368,,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_24,Corop Wetlands Complex,7918.631924459981,,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_25,Corop Wetlands Complex,7160.662383445338,,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_26,Corop Wetlands Complex,8077.345123361139,,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_27,Corop Wetlands Complex,8601.438063318124,,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_28,Corop Wetlands Complex,11914.962936631837,,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_29,Corop Wetlands Complex,14201.225583989011,,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_30,Corop Wetlands Complex,9800.662819338313,,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_31,Corop Wetlands Complex,8841.567504642293,,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_32,Corop Wetlands Complex,9508.010743098166,,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_33,Corop Wetlands Complex,6887.833515228011,,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_34,Corop Wetlands Complex,11057.848737613129,,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_35,Corop Wetlands Complex,9394.408378594997,,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_36,Corop Wetlands Complex,8033.229976212278,,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_37,Corop Wetlands Complex,8107.092638079792,,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_38,Corop Wetlands Complex,9621.094223635806,,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_39,Corop Wetlands Complex,8860.023895952749,,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_40,Corop Wetlands Complex,10603.932208671758,,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_41,Corop Wetlands Complex,11797.132784034924,,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_42,Corop Wetlands Complex,10519.4144485462,,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065_43,Corop Wetlands Complex,7700.5869651338635,,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_0,Currawinya Lakes,3936.157177624165,,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_1,Currawinya Lakes,8174.55377679444,,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_2,Currawinya Lakes,6510.727954886357,,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_3,Currawinya Lakes,4050.8944803457634,,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_4,Currawinya Lakes,7920.761021276315,,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_5,Currawinya Lakes,7042.084989288041,,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_6,Currawinya Lakes,9983.617354516073,,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_7,Currawinya Lakes,6596.017066412814,,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_8,Currawinya Lakes,8943.178549624423,,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_9,Currawinya Lakes,4998.744655327938,,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_10,Currawinya Lakes,6213.667527282238,,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_11,Currawinya Lakes,7150.026180342482,,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_12,Currawinya Lakes,4999.817012338661,,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_13,Currawinya Lakes,8933.042143618359,,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_14,Currawinya Lakes,7365.5311086168485,,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_15,Currawinya Lakes,7654.274059916478,,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_16,Currawinya Lakes,11277.621372652755,,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_17,Currawinya Lakes,5181.23628457434,,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_18,Currawinya Lakes,10432.501074871245,,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_19,Currawinya Lakes,6657.522727099821,,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_20,Currawinya Lakes,3629.6969248758815,,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_21,Currawinya Lakes,4074.43373657652,,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_22,Currawinya Lakes,5480.810964233734,,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_23,Currawinya Lakes,3703.5366747486823,,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_24,Currawinya Lakes,3293.0235182378806,,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_25,Currawinya Lakes,5570.868143013529,,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_26,Currawinya Lakes,5789.01901633272,,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_27,Currawinya Lakes,5423.829915999197,,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_28,Currawinya Lakes,11023.158986130065,,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_29,Currawinya Lakes,10917.772723813618,,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_30,Currawinya Lakes,9142.275869679335,,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_31,Currawinya Lakes,5395.143808878636,,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_32,Currawinya Lakes,6194.278111563126,,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_33,Currawinya Lakes,6165.098883039812,,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_34,Currawinya Lakes,9368.754723639468,,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_35,Currawinya Lakes,4650.7917835782555,,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_36,Currawinya Lakes,5314.591067737458,,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_37,Currawinya Lakes,5613.516494175265,,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_38,Currawinya Lakes,7737.024011669207,,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_39,Currawinya Lakes,7132.347670333058,,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_40,Currawinya Lakes,9117.115938618253,,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_41,Currawinya Lakes,6443.494635135286,,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_42,Currawinya Lakes,9635.275614796434,,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042_43,Currawinya Lakes,6934.650361454837,,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_0,Currawinya Lakes,500.32760482138275,Lake Wyara,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_1,Currawinya Lakes,1025.1156804735754,Lake Wyara,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_2,Currawinya Lakes,815.1898128105145,Lake Wyara,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_3,Currawinya Lakes,519.6233062933472,Lake Wyara,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_4,Currawinya Lakes,978.1028606786447,Lake Wyara,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_5,Currawinya Lakes,865.6135861008776,Lake Wyara,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_6,Currawinya Lakes,1287.3187726408826,Lake Wyara,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_7,Currawinya Lakes,859.1342624605871,Lake Wyara,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_8,Currawinya Lakes,1182.47493408708,Lake Wyara,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_9,Currawinya Lakes,618.932786229545,Lake Wyara,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_10,Currawinya Lakes,812.4777481404004,Lake Wyara,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_11,Currawinya Lakes,882.5866640668289,Lake Wyara,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_12,Currawinya Lakes,605.4366225913458,Lake Wyara,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_13,Currawinya Lakes,1131.668389928341,Lake Wyara,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_14,Currawinya Lakes,942.0159075355997,Lake Wyara,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_15,Currawinya Lakes,958.0603176614817,Lake Wyara,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_16,Currawinya Lakes,1482.874601312946,Lake Wyara,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_17,Currawinya Lakes,666.9931535807309,Lake Wyara,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_18,Currawinya Lakes,1336.2244244949488,Lake Wyara,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_19,Currawinya Lakes,846.0928579828319,Lake Wyara,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_20,Currawinya Lakes,456.2175790787911,Lake Wyara,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_21,Currawinya Lakes,513.6160943762928,Lake Wyara,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_22,Currawinya Lakes,689.451679147926,Lake Wyara,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_23,Currawinya Lakes,461.36375220067356,Lake Wyara,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_24,Currawinya Lakes,416.8887985037822,Lake Wyara,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_25,Currawinya Lakes,718.9109326557787,Lake Wyara,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_26,Currawinya Lakes,721.4439385512296,Lake Wyara,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_27,Currawinya Lakes,655.6276602637533,Lake Wyara,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_28,Currawinya Lakes,1383.9048776399857,Lake Wyara,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_29,Currawinya Lakes,1409.106149728158,Lake Wyara,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_30,Currawinya Lakes,1158.8337864287928,Lake Wyara,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_31,Currawinya Lakes,663.5618296800875,Lake Wyara,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_32,Currawinya Lakes,780.459892341436,Lake Wyara,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_33,Currawinya Lakes,783.1194763805353,Lake Wyara,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_34,Currawinya Lakes,1175.361354996644,Lake Wyara,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_35,Currawinya Lakes,580.0390497305814,Lake Wyara,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_36,Currawinya Lakes,671.5754666924477,Lake Wyara,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_37,Currawinya Lakes,713.069508522749,Lake Wyara,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_38,Currawinya Lakes,970.8472870899182,Lake Wyara,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_39,Currawinya Lakes,881.669156167437,Lake Wyara,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_40,Currawinya Lakes,1133.2132881113127,Lake Wyara,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_41,Currawinya Lakes,794.333710419781,Lake Wyara,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_42,Currawinya Lakes,1183.2529126132235,Lake Wyara,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043_43,Currawinya Lakes,874.7660192835565,Lake Wyara,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_0,Currawinya Lakes,709.5873332156855,Lake Numalla,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_1,Currawinya Lakes,1455.4082301274234,Lake Numalla,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_2,Currawinya Lakes,1165.2197339103502,Lake Numalla,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_3,Currawinya Lakes,715.6730503040201,Lake Numalla,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_4,Currawinya Lakes,1473.6974370196754,Lake Numalla,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_5,Currawinya Lakes,1284.0521592287455,Lake Numalla,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_6,Currawinya Lakes,1823.2394871234892,Lake Numalla,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_7,Currawinya Lakes,1123.320997540156,Lake Numalla,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_8,Currawinya Lakes,1571.4583282910141,Lake Numalla,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_9,Currawinya Lakes,934.5126998952791,Lake Numalla,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_10,Currawinya Lakes,1085.803476976063,Lake Numalla,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_11,Currawinya Lakes,1304.130689070739,Lake Numalla,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_12,Currawinya Lakes,927.0156129848723,Lake Numalla,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_13,Currawinya Lakes,1597.244264194311,Lake Numalla,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b_14,Currawinya Lakes,1350.3630693384246,Lake Numalla,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
