system:index,ValleyName,annual_total_precipitation,year,.geo
00000000000000000005_19,CENTRAL MURRAY,165914.05352797275,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_20,CENTRAL MURRAY,139437.71600093978,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_21,CENTRAL MURRAY,85918.48440889659,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_22,CENTRAL MURRAY,193174.2092162469,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_23,CENTRAL MURRAY,150476.5901579148,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_24,CENTRAL MURRAY,181390.08906236957,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_25,CENTRAL MURRAY,104726.38318862172,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_26,CENTRAL MURRAY,90368.39567849113,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_27,CENTRAL MURRAY,121822.59438411216,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_28,CENTRAL MURRAY,134528.16155830552,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_29,CENTRAL MURRAY,178926.58621893098,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_30,CENTRAL MURRAY,152444.13631967793,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_31,CENTRAL MURRAY,135308.2592419157,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_32,CENTRAL MURRAY,153630.57836626362,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_33,CENTRAL MURRAY,103865.91313023515,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_34,CENTRAL MURRAY,137339.10981464895,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_35,CENTRAL MURRAY,250789.32933009934,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_36,CENTRAL MURRAY,133855.97193040862,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_37,CENTRAL MURRAY,79736.3981080841,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_38,CENTRAL MURRAY,110726.7958319828,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_39,CENTRAL MURRAY,135275.93924296173,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_40,CENTRAL MURRAY,152375.89352590867,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_41,CENTRAL MURRAY,194989.2046447993,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_42,CENTRAL MURRAY,94775.6756660681,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005_43,CENTRAL MURRAY,126228.39077185135,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_0,CONDAMINE,426300.43469491473,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_1,CONDAMINE,243955.3073681413,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_2,CONDAMINE,436706.65666239994,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_3,CONDAMINE,857535.6518816425,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_4,CONDAMINE,602581.7038041727,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_5,CONDAMINE,574850.9289813399,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_6,CONDAMINE,370206.10081378743,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_7,CONDAMINE,712965.2912995031,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_8,CONDAMINE,277430.6255913988,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_9,CONDAMINE,354148.1879427777,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_10,CONDAMINE,252812.71889662123,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_11,CONDAMINE,371271.22855443234,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_12,CONDAMINE,633994.946014305,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_13,CONDAMINE,170300.14082305136,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_14,CONDAMINE,309857.6260713283,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_15,CONDAMINE,606821.2454051449,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_16,CONDAMINE,287902.1887638685,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_17,CONDAMINE,1044383.4138095774,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_18,CONDAMINE,348780.5339908594,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_19,CONDAMINE,255352.58505524023,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_20,CONDAMINE,354611.2506403338,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_21,CONDAMINE,281315.81175563694,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_22,CONDAMINE,355975.0528497984,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_23,CONDAMINE,335022.7653995597,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_24,CONDAMINE,249327.57706094912,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_25,CONDAMINE,319201.45733597106,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_26,CONDAMINE,312247.0631128826,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_27,CONDAMINE,560957.668298392,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_28,CONDAMINE,226223.23683653475,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_29,CONDAMINE,870873.2197017424,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_30,CONDAMINE,450591.58441457804,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_31,CONDAMINE,346624.19257686095,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_32,CONDAMINE,272820.5032172622,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_33,CONDAMINE,333217.9294394246,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_34,CONDAMINE,341337.5261295428,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_35,CONDAMINE,784280.5087713153,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_36,CONDAMINE,242595.78614015074,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_37,CONDAMINE,261471.38671510783,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_38,CONDAMINE,221660.53070294778,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_39,CONDAMINE,395929.8420172998,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_40,CONDAMINE,446242.36492598284,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_41,CONDAMINE,842964.8846389621,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_42,CONDAMINE,280585.93711260846,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006_43,CONDAMINE,404517.87490039377,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_0,DARLING,401759.4889841011,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_1,DARLING,184349.2500169575,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_2,DARLING,459044.08125894226,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_3,DARLING,504159.3579260966,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_4,DARLING,389931.9648817214,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_5,DARLING,467758.40697121556,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_6,DARLING,330175.7044336923,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_7,DARLING,460138.67233329796,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_8,DARLING,283493.29367678246,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_9,DARLING,362116.38146594254,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_10,DARLING,259924.65168109402,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_11,DARLING,439608.5511505655,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_12,DARLING,461689.42581694573,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_13,DARLING,181829.00205047423,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_14,DARLING,292770.1024299126,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_15,DARLING,546398.4797904734,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_16,DARLING,394943.79427697265,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_17,DARLING,609366.7045223631,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_18,DARLING,325651.931891878,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_19,DARLING,342038.9753807734,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_20,DARLING,305252.1380148806,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_21,DARLING,189768.24261146568,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_22,DARLING,405924.17994074296,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_23,DARLING,310668.448220517,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_24,DARLING,483241.96833176794,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_25,DARLING,290857.6577991714,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_26,DARLING,166322.36114524995,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_27,DARLING,300762.3777817233,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_28,DARLING,219510.3032233605,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_29,DARLING,530751.364789426,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_30,DARLING,295353.9865645161,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_31,DARLING,290940.1930386381,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_32,DARLING,276212.0314365117,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_33,DARLING,311468.00150067353,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_34,DARLING,304210.1877947683,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_35,DARLING,753044.4701676752,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_36,DARLING,210204.20419888993,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_37,DARLING,171725.762698294,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_38,DARLING,175053.58339902223,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_39,DARLING,441786.3037613003,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_40,DARLING,358441.8672882133,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_41,DARLING,521063.0389242711,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_42,DARLING,227810.60082549477,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007_43,DARLING,357669.00197314145,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_0,GOULBURN,247469.10848029502,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_1,GOULBURN,80174.05367133017,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_2,GOULBURN,237099.7611614985,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_3,GOULBURN,213453.24996298255,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_4,GOULBURN,181502.34806727283,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_5,GOULBURN,193314.7340353564,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_6,GOULBURN,139134.20267254236,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_7,GOULBURN,188260.4013538323,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_8,GOULBURN,187272.41401216795,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_9,GOULBURN,207203.726038377,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_10,GOULBURN,232481.07761030013,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_11,GOULBURN,193724.91376819456,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_12,GOULBURN,248657.56112885286,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_13,GOULBURN,85332.41524769095,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_14,GOULBURN,149299.0784340971,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_15,GOULBURN,224410.90147433386,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_16,GOULBURN,141128.63747006076,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_17,GOULBURN,150013.34703517184,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_18,GOULBURN,139102.90841390434,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_19,GOULBURN,176510.8069077062,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_20,GOULBURN,149065.63112192074,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_21,GOULBURN,105263.44186476502,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_22,GOULBURN,186780.35691795254,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_23,GOULBURN,162434.278356692,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_24,GOULBURN,181780.32996932775,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_25,GOULBURN,108977.28997866363,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_26,GOULBURN,120256.98633017301,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_27,GOULBURN,148148.1504211224,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_28,GOULBURN,168852.08910684253,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_29,GOULBURN,203774.8431174694,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_30,GOULBURN,162039.26682931028,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_31,GOULBURN,151114.7508057215,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_32,GOULBURN,214596.08082236958,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_33,GOULBURN,126006.494471506,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_34,GOULBURN,132365.9375198631,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_35,GOULBURN,236597.08000846943,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_36,GOULBURN,158576.86384448127,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_37,GOULBURN,109257.94514933063,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_38,GOULBURN,144815.47699149596,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_39,GOULBURN,150022.9797803431,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_40,GOULBURN,173026.64588267382,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_41,GOULBURN,186223.13966892462,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_42,GOULBURN,101073.21698241697,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008_43,GOULBURN,141704.67425952337,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_0,GWYDIR,109195.29172020103,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_1,GWYDIR,57315.91481963329,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_2,GWYDIR,152261.97711636187,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_3,GWYDIR,221451.31098606563,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_4,GWYDIR,170563.10544110698,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_5,GWYDIR,169708.56393184332,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_6,GWYDIR,134804.38087448242,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_7,GWYDIR,176310.133908743,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_8,GWYDIR,87970.29382941913,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_9,GWYDIR,123156.25964629879,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_10,GWYDIR,75531.28930429897,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_11,GWYDIR,115442.3109454248,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_12,GWYDIR,163015.81074381672,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_13,GWYDIR,56036.359647203404,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_14,GWYDIR,86629.99261626588,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_15,GWYDIR,176064.89843521637,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_16,GWYDIR,81173.69503954252,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_17,GWYDIR,270728.3680627224,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_18,GWYDIR,116620.7190618225,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_19,GWYDIR,76393.17839518764,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_20,GWYDIR,116421.16189585945,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_21,GWYDIR,65176.63501335123,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_22,GWYDIR,92131.59390027849,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_23,GWYDIR,117045.80363174283,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_24,GWYDIR,106705.75367833773,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_25,GWYDIR,96593.81991717628,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_26,GWYDIR,69053.08166575618,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_27,GWYDIR,125920.81758166489,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_28,GWYDIR,71661.03902968942,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_29,GWYDIR,205154.18940545394,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_30,GWYDIR,140212.83408823714,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_31,GWYDIR,110072.13358318429,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_32,GWYDIR,76194.43239449798,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_33,GWYDIR,87901.09642892584,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_34,GWYDIR,94530.82679020794,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_35,GWYDIR,221785.78785016088,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_36,GWYDIR,62944.432058128674,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_37,GWYDIR,108681.07608641742,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_38,GWYDIR,44600.98708271513,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_39,GWYDIR,103488.65040913755,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_40,GWYDIR,161631.9892350179,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_41,GWYDIR,202157.52627287788,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_42,GWYDIR,54373.04190536993,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009_43,GWYDIR,120405.54287209889,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_0,KIEWA,38529.797791110075,1981.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_1,KIEWA,11879.710014874801,1982.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_2,KIEWA,35151.33186500493,1983.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_3,KIEWA,34407.39806794187,1984.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_4,KIEWA,26057.485204140812,1985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_5,KIEWA,35035.521263710194,1986.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_6,KIEWA,19129.684244756143,1987.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_7,KIEWA,24249.515738114194,1988.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_8,KIEWA,25120.706881188413,1989.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_9,KIEWA,36094.72073521425,1990.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_10,KIEWA,34762.71616305183,1991.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_11,KIEWA,32524.749333101154,1992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_12,KIEWA,33741.40036803134,1993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_13,KIEWA,10923.07907790483,1994.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_14,KIEWA,23234.236368291524,1995.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_15,KIEWA,33855.914992706435,1996.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_16,KIEWA,20158.92982882611,1997.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_17,KIEWA,28352.122841916364,1998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_18,KIEWA,21991.206798073355,1999.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_19,KIEWA,28272.713408740357,2000.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_20,KIEWA,22392.25832716811,2001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_21,KIEWA,17256.477010970026,2002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_22,KIEWA,31029.40035934823,2003.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_23,KIEWA,24479.500740296233,2004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_24,KIEWA,28793.354935703097,2005.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_25,KIEWA,13895.768707765781,2006.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_26,KIEWA,17336.465278055155,2007.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_27,KIEWA,20519.619787500895,2008.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_28,KIEWA,25460.172601306203,2009.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_29,KIEWA,27530.203371978732,2010.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_30,KIEWA,23429.691171261842,2011.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_31,KIEWA,21995.612604778882,2012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_32,KIEWA,28346.818443988832,2013.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_33,KIEWA,17478.597485545568,2014.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_34,KIEWA,19143.11078592235,2015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_35,KIEWA,33685.434396585755,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_36,KIEWA,23527.405151264353,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_37,KIEWA,15132.093005756304,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_38,KIEWA,15287.629844728172,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_39,KIEWA,18816.649695129017,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_40,KIEWA,29037.30075010786,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a_41,KIEWA,28980.464423378784,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
